SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality
WLANMTSU,D8-84-66-13-10-00,802.11ac,-56,81,81.0,5.745,149,168,12,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,3/14/2019 8:07:40 PM,3/14/2019 8:07:40 PM,1,3/14/2019 8:07:40 PM,81,81
WLANMTSU,D8-84-66-12-51-60,802.11ac,-64,68,68.0,5.180,36,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,34 - 50,Infrastructure,No,3/14/2019 8:07:40 PM,3/14/2019 8:07:40 PM,1,3/14/2019 8:07:37 PM,68,68
FADER,C0-56-27-18-69-65,802.11n,-67,62,62.0,5.180,36,186,10,Belkin International Inc.,,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,34 - 38,Infrastructure,No,3/14/2019 8:07:40 PM,3/14/2019 8:07:40 PM,1,3/14/2019 8:07:37 PM,62,62
WLANMTSU,D8-84-66-13-09-E0,802.11ac,-74,32,32.0,5.805,161,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,3/14/2019 8:07:40 PM,3/14/2019 8:07:40 PM,1,3/14/2019 8:07:37 PM,32,32
DIRECT-61-HP OfficeJet Pro 7720,1A-60-24-65-8C-61,802.11n,-78,24,24.0,2.462,11,468,14,,OfficeJet Pro 7720 Wide Format A,DIRECT-61-HP OfficeJet Pro 7720,WPA2-PSK,CCMP,72 Mbps,20 MHz,9 - 13,Infrastructure,Configured,3/14/2019 8:07:40 PM,3/14/2019 8:07:40 PM,1,3/14/2019 8:07:37 PM,24,24
WLANMTSU,D8-84-66-12-E3-40,802.11ac,-78,24,24.0,5.805,161,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,3/14/2019 8:07:40 PM,3/14/2019 8:07:40 PM,1,3/14/2019 8:07:37 PM,24,24
WLANMTSU,D8-84-66-12-E3-E0,802.11ac,-80,20,20.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,3/14/2019 8:07:40 PM,3/14/2019 8:07:40 PM,1,3/14/2019 8:07:37 PM,20,20
WLANMTSU,D8-84-66-12-81-B0,802.11ac,-81,18,18.0,5.220,44,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,42 - 58,Infrastructure,No,3/14/2019 8:07:40 PM,3/14/2019 8:07:40 PM,1,3/14/2019 8:07:37 PM,18,18
WLANMTSU,D8-84-66-12-E4-00,802.11ac,-87,6,6.0,5.805,161,168,12,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,3/14/2019 8:07:40 PM,3/14/2019 8:07:40 PM,1,3/14/2019 8:07:37 PM,6,6
WLANMTSU,D8-84-66-13-15-A0,802.11ac,-88,4,4.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,3/14/2019 8:07:40 PM,3/14/2019 8:07:40 PM,1,3/14/2019 8:07:37 PM,4,4
WLANMTSU,D8-84-66-12-7F-28,802.11n,-89,2,2.0,2.462,11,122,9,Extreme Networks,,,None,None,195 Mbps,20 MHz,9 - 13,Infrastructure,No,3/14/2019 8:07:40 PM,3/14/2019 8:07:40 PM,1,3/14/2019 8:07:37 PM,2,2
WLANMTSU,D8-84-66-12-8A-18,802.11n,-89,2,2.0,2.412,1,122,9,Extreme Networks,,,None,None,195 Mbps,20 MHz,1 - 3,Infrastructure,No,3/14/2019 8:07:40 PM,3/14/2019 8:07:40 PM,1,3/14/2019 8:07:37 PM,2,2
