0.984285,1.000000,0.977146,0.977146,0.977146,0.977146,0.977146,0.954291,0.954291,0.954291,0.954291,0.977146,0.977146,1.000000,0.954291,0.977146,0.954291,0.977146,0.954291,0.954291,0.954291,0.977146,0.977146,0.977146,0.954291,1.000000,0.954291,0.977146,0.977146,0.954291,0.977146,1.000000,0.954291,0.977146,0.954291,0.977146,0.954291,0.954291,0.908582,0.954291,0.977146,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.912578,0.934434,0.934434,0.934434,0.912578,0.912578,0.912578,0.934434,0.934434,0.912578,0.912578,0.934434,0.912578,0.934434,0.912578,0.912578,0.956289,0.890723,0.912578,0.956289,0.934434,0.934434,0.934434,0.912578,0.934434,0.912578,0.934434,0.934434,0.934434,0.934434,0.934434,0.912578,0.912578,0.934434,0.868867,0.912578,0.934434,0.934434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.868867,0.890723,0.847012,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867,0.868867
0.803301,0.672168,0.803301,0.803301,0.803301,0.803301,0.803301,0.803301,0.803301,0.803301,0.803301,0.803301,0.781445,0.781445,0.781445,0.781445,0.781445,0.803301,0.803301,0.803301,0.803301,0.803301,0.803301,0.803301,0.672168,0.737734,0.825156,0.825156,0.803301,0.825156,0.737734,0.825156,0.672168,0.781445,0.781445,0.781445,0.825156,0.781445,0.825156,0.781445,0.803301,0.825156,0.803301,0.803301,0.803301,0.737734,0.803301,0.781445,0.847012,0.803301
0.519179,0.519179,0.475468,0.497324,0.497324,0.475468,0.497324,0.497324,0.497324,0.475468,0.497324,0.497324,0.497324,0.497324,0.497324,0.475468,0.497324,0.497324,0.497324,0.497324,0.497324,0.497324,0.497324,0.497324,0.475468,0.453613,0.519179,0.497324,0.475468,0.475468,0.475468,0.475468,0.475468,0.475468,0.475468,0.475468,0.475468,0.475468,0.497324,0.475468,0.497324,0.497324,0.475468,0.475468,0.497324,0.475468,0.453613,0.519179,0.519179,0.497324
0.344335,0.453613,0.519179,0.519179,0.344335,0.475468,0.475468,0.475468,0.541035,0.475468,0.344335,0.475468,0.519179,0.497324,0.541035,0.519179,0.366191,0.562890,0.366191,0.344335,0.453613,0.497324,0.541035,0.519179,0.475468,0.366191,0.475468,0.453613,0.453613,0.519179,0.475468,0.519179,0.475468,0.475468,0.541035,0.519179,0.475468,0.519179,0.475468,0.519179,0.497324,0.475468,0.409902,0.453613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.278769,0.213202,0.256913,0.235058,0.213202,0.235058,0.191347,0.213202,0.213202,0.235058,0.256913,0.235058,0.256913,0.235058,0.235058,0.235058,0.213202,0.235058,0.235058,0.235058,0.147636,0.278769,0.256913,0.278769,0.278769,0.278769,0.300624,0.278769,0.235058,0.278769,0.256913,0.235058,0.235058,0.191347,0.213202,0.300624,0.256913,0.256913,0.256913,0.278769,0.256913,0.235058,0.235058,0.213202,0.191347,0.000000,0.000000,0.000000,0.000000,0.000000
0.213202,0.235058,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.278769,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.235058,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.256913,0.235058,0.256913,0.235058
0.125781,0.125781,0.169492,0.191347,0.191347,0.191347,0.169492,0.169492,0.169492,0.169492,0.169492,0.169492,0.169492,0.169492,0.169492,0.169492,0.169492,0.191347,0.169492,0.169492,0.169492,0.191347,0.103925,0.191347,0.169492,0.147636,0.147636,0.169492,0.169492,0.169492,0.169492,0.147636,0.147636,0.169492,0.038359,0.169492,0.169492,0.169492,0.191347,0.169492,0.191347,0.060214,0.169492,0.169492,0.147636,0.147636,0.169492,0.147636,0.147636,0.147636
0.103925,0.103925,0.191347,0.191347,0.169492,0.191347,0.191347,0.191347,0.191347,0.169492,0.191347,0.213202,0.191347,0.191347,0.191347,0.147636,0.191347,0.191347,0.125781,0.191347,0.191347,0.191347,0.191347,0.191347,0.125781,0.038359,0.147636,0.191347,0.147636,0.169492,0.169492,0.038359,0.082070,0.103925,0.169492,0.169492,0.191347,0.191347,0.082070,0.038359,0.169492,0.169492,0.169492,0.169492,0.169492,0.169492,0.038359,0.103925,0.038359,0.038359
0.082070,0.082070,0.103925,0.169492,0.125781,0.125781,0.147636,0.147636,0.125781,0.147636,0.147636,0.147636,0.169492,0.147636,0.147636,0.125781,0.147636,0.125781,0.125781,0.147636,0.125781,0.147636,0.103925,0.125781,0.125781,0.060214,0.082070,0.125781,0.147636,0.125781,0.147636,0.125781,0.060214,0.103925,0.125781,0.147636,0.125781,0.082070,0.103925,0.060214,0.103925,0.103925,0.103925,0.147636,0.125781,0.147636,0.169492,0.000000,0.000000,0.043478
0.000000,0.000000,0.063830,0.063830,0.042553,0.063830,0.063830,0.085106,0.063830,0.042553,0.042553,0.063830,0.063830,0.085106,0.042553,0.085106,0.063830,0.085106,0.106383,0.063830,0.042553,0.085106,0.085106,0.085106,0.042553,0.042553,0.021277,0.063830,0.042553,0.106383,0.042553,0.063830,0.085106,0.042553,0.085106,0.085106,0.063830,0.021277,0.063830,0.042553,0.063830,0.085106,0.085106,0.042553,0.042553,0.042553,0.021277,0.021277,0.021277,0.000000
0.021277,0.021277,0.042553,0.021277,0.042553,0.042553,0.021277,0.021277,0.042553,0.021277,0.042553,0.042553,0.021277,0.021277,0.021277,0.042553,0.042553,0.021277,0.042553,0.021277,0.021277,0.021277,0.021277,0.021277,0.042553,0.021277,0.042553,0.021277,0.021277,0.042553,0.000000,0.042553,0.042553,0.021277,0.042553,0.063830,0.021277,0.042553,0.042553,0.042553,0.042553,0.063830,0.021277,0.042553,0.042553,0.000000,0.000000,0.000000,0.000000,0.000000
0.021277,0.021277,0.021277,0.021277,0.042553,0.000000,0.042553,0.021277,0.000000,0.000000,0.000000,0.042553,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.042553,0.021277,0.000000,0.042553,0.021277,0.042553,0.042553,0.063830,0.000000,0.021277,0.021277,0.063830,0.021277,0.021277,0.042553,0.021277,0.042553,0.021277,0.000000,0.042553,0.042553,0.021277,0.021277,0.042553,0.021277,0.021277,0.042553,0.021277,0.042553,0.042553,0.000000
0.340426,0.340426,0.361702,0.382979,0.361702,0.319149,0.340426,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.127660,0.127660,0.170213,0.148936,0.127660,0.127660,0.127660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.170213,0.148936,0.148936,0.148936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.085106,0.085106,0.085106,0.106383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.659574,0.659574,0.659574,0.680851,0.659574,0.680851,0.638298,0.659574,0.659574,0.638298,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.489362,0.468085,0.468085,0.468085,0.446809,0.468085,0.468085,0.468085,0.446809,0.446809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.042553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
