SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality
FADER-guest,C0-56-27-18-69-66,802.11n,-45,89,89.0,2.437,6,160,13,Belkin International Inc.,,,None,None,144 Mbps,20 MHz,4 - 8,Infrastructure,No,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:38 PM,89,89
FADER,C0-56-27-18-69-64,802.11n,-45,89,89.0,2.437,6,208,15,Belkin International Inc.,,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,4 - 8,Infrastructure,No,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:38 PM,89,89
FADER,C0-56-27-18-69-65,802.11n,-47,87,87.0,5.180,36,186,10,Belkin International Inc.,,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,34 - 38,Infrastructure,No,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:38 PM,87,87
WLANMTSU,D8-84-66-13-10-00,802.11ac,-53,83,83.0,5.745,149,168,12,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:41 PM,83,83
DIRECT-61-HP OfficeJet Pro 7720,1A-60-24-65-8C-61,802.11n,-64,68,68.0,2.462,11,468,14,,OfficeJet Pro 7720 Wide Format A,DIRECT-61-HP OfficeJet Pro 7720,WPA2-PSK,CCMP,72 Mbps,20 MHz,9 - 13,Infrastructure,Configured,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:38 PM,68,68
WLANMTSU,D8-84-66-12-51-60,802.11ac,-66,64,64.0,5.180,36,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,34 - 50,Infrastructure,No,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:38 PM,64,64
WLANMTSU,D8-84-66-12-81-B8,802.11n,-70,40,40.0,2.437,6,128,10,Extreme Networks,,,None,None,195 Mbps,20 MHz,4 - 8,Infrastructure,No,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:38 PM,40,40
DIRECT-99-HP M477 LaserJet,76-40-BB-75-35-99,802.11n,-74,32,32.0,2.437,6,281,13,,,,WPA2-PSK,CCMP,72 Mbps,20 MHz,4 - 8,Infrastructure,No,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:38 PM,32,32
WLANMTSU,D8-84-66-12-81-B0,802.11ac,-75,30,30.0,5.220,44,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,42 - 58,Infrastructure,No,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:38 PM,30,30
WLANMTSU,D8-84-66-12-E3-E0,802.11ac,-80,20,20.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:38 PM,20,20
WLANMTSU,D8-84-66-12-E3-48,802.11n,-81,18,18.0,2.437,6,128,10,Extreme Networks,,,None,None,195 Mbps,20 MHz,4 - 8,Infrastructure,No,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:38 PM,18,18
WLANMTSU,D8-84-66-13-09-E0,802.11ac,-84,12,12.0,5.805,161,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:38 PM,12,12
WLANMTSU,D8-84-66-12-E3-40,802.11ac,-85,10,10.0,5.805,161,168,12,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:38 PM,10,10
WLANMTSU,D8-84-66-13-0F-30,802.11ac,-86,8,8.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:38 PM,8,8
WLANMTSU,D8-84-66-12-E4-00,802.11ac,-86,8,8.0,5.805,161,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,3/14/2019 9:12:41 PM,3/14/2019 9:12:41 PM,1,3/14/2019 9:12:38 PM,8,8
