SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality
WLANMTSU,D8-84-66-13-10-08,802.11n,-55,82,82.0,2.412,1,128,10,Extreme Networks,,,None,None,195 Mbps,20 MHz,1 - 3,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:41 AM,82,82
FADER-guest,C0-56-27-18-69-66,802.11n,-55,82,82.0,2.437,6,160,13,Belkin International Inc.,,,None,None,144 Mbps,20 MHz,4 - 8,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:41 AM,82,82
FADER,C0-56-27-18-69-64,802.11n,-58,80,80.0,2.437,6,208,15,Belkin International Inc.,,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,4 - 8,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:41 AM,80,80
WLANMTSU,D8-84-66-13-10-00,802.11ac,-60,76,76.0,5.745,149,168,12,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:44 AM,76,76
WLANMTSU,D8-84-66-12-51-60,802.11ac,-68,60,60.0,5.180,36,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,34 - 50,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:41 AM,60,60
FADER,C0-56-27-18-69-65,802.11n,-70,40,40.0,5.180,36,186,10,Belkin International Inc.,,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,34 - 38,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:41 AM,40,40
WLANMTSU,D8-84-66-13-0F-38,802.11n,-73,34,34.0,2.437,6,128,10,Extreme Networks,,,None,None,195 Mbps,20 MHz,4 - 8,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:41 AM,34,34
WLANMTSU,D8-84-66-12-E3-40,802.11ac,-77,26,26.0,5.805,161,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:40 AM,26,26
WLANMTSU,D8-84-66-12-E3-E0,802.11ac,-78,24,24.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:40 AM,24,24
WLANMTSU,D8-84-66-13-09-E0,802.11ac,-78,24,24.0,5.805,161,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:40 AM,24,24
WLANMTSU,D8-84-66-12-81-B0,802.11ac,-79,22,22.0,5.220,44,168,12,Extreme Networks,,,None,None,1170 Mbps,80 MHz,42 - 58,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:41 AM,22,22
WLANMTSU,D8-84-66-12-81-B8,802.11n,-83,14,14.0,2.437,6,128,10,Extreme Networks,,,None,None,195 Mbps,20 MHz,4 - 8,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:41 AM,14,14
WLANMTSU,D8-84-66-12-E4-00,802.11ac,-85,10,10.0,5.805,161,168,12,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:40 AM,10,10
WLANMTSU,D8-84-66-13-0F-30,802.11ac,-87,6,6.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:40 AM,6,6
WLANMTSU,D8-84-66-13-15-A0,802.11ac,-88,4,4.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:40 AM,4,4
WLANMTSU,D8-84-66-12-8A-18,802.11n,-89,2,2.0,2.412,1,122,9,Extreme Networks,,,None,None,195 Mbps,20 MHz,1 - 3,Infrastructure,No,2/27/2019 9:05:44 AM,2/27/2019 9:05:44 AM,1,2/27/2019 9:05:41 AM,2,2
